customer_id,first_name,last_name,email,phone,ssn,credit_card,ip_address,signup_date,plan,mrr,seats,churned,notes
CUST-0060,Brent,Preston,brentpreston60@example.com,(841) 356-6444,870-40-9763,4171074282213099,219.107.172.56,2021-04-16,enterprise,312.06,425,true,Certainly race yard pattern gas suggest.
CUST-0061,Cristian,Sutton,cristiansutton61@example.com,(795) 389-8387,841-11-4551,4823136991767863,186.66.8.18,2022-07-25,free,291.31,391,true,Very dinner enter physical treat suffer blue find picture nice born real top.
CUST-0062,John,Petersen,johnpetersen62@example.com,(655) 220-2224,575-48-2482,4454104049496949,22.36.246.31,2023-01-18,enterprise,38.65,436,true,
CUST-0063,Melody,Schneider,melodyschneider63@example.com,(770) 695-2162,110-02-4626,4235428739640748,144.222.186.241,2022-11-17,free,224.80,134,true,
CUST-0064,Harold,Haas,haroldhaas64@example.com,(770) 603-9295,771-55-2899,4099685655074633,39.194.44.223,2024-06-07,free,53.45,289,false,Media job prepare race store believe sure whose.
CUST-0065,Rebecca,Garrett,rebeccagarrett65@example.com,(980) 334-2613,570-76-9047,4962943642158322,61.211.7.110,2021-05-03,enterprise,212.15,494,false,Catch dinner rock group throughout major.
CUST-0066,Robert,Davenport,robertdavenport66@example.com,(947) 322-4533,603-60-5875,4400397003681028,102.16.248.48,2021-12-28,enterprise,47.62,143,false,Anyone attack might strategy car young Mrs with even music word either bit.
CUST-0067,Joanne,Wang,joannewang67@example.com,(569) 300-2139,506-09-0024,4514135147144260,156.168.168.204,2024-07-10,pro,131.52,220,true,
CUST-0068,Dylan,Daniel,dylandaniel68@example.com,(697) 923-8837,684-22-1982,4627156381741698,86.128.125.171,2022-10-15,enterprise,174.28,420,true,Boy American we yet relationship say be protect dinner.
CUST-0069,Jessica,Wise,jessicawise69@example.com,(879) 274-3469,639-56-2642,4314176460988760,206.21.146.54,2022-07-28,free,163.07,311,true,Benefit cell return environment away pick who impact.
CUST-0070,Cory,Singh,corysingh70@example.com,(552) 953-5449,695-60-4936,4603598076263959,62.121.121.198,2023-07-23,free,97.15,484,false,Agency realize cover treat marriage reach staff town read bring newspaper.
CUST-0071,Kara,Garrett,karagarrett71@example.com,(248) 975-6095,261-35-3070,4142046855859900,48.200.43.123,2024-09-06,pro,619.21,326,false,Election standard firm model truth many stand strategy can second just power.
CUST-0072,Jodi,Johnson,jodijohnson72@example.com,(461) 325-3687,586-12-3946,4910304507530720,207.79.48.95,2024-08-06,pro,301.98,167,true,Capital expert skin policy particularly magazine baby natural center financial father vote college.
CUST-0073,Dustin,Garcia,dustingarcia73@example.com,(612) 433-5070,614-59-9060,4348595881946448,215.29.143.148,2024-11-01,free,267.24,331,false,Her nice continue place drop teach movement address he.
CUST-0074,Dustin,Chambers,dustinchambers74@example.com,(619) 421-2345,443-12-6609,4144984457724205,160.91.102.95,2022-01-04,pro,118.22,292,true,
CUST-0075,Tammie,Robinson,tammierobinson75@example.com,(224) 930-1123,725-89-3537,4176022338270741,216.37.240.147,2021-03-14,free,60.79,83,false,Team policy free personal one discuss sea wife.
CUST-0076,George,Horton,georgehorton76@example.com,(423) 814-4863,259-89-6990,4822830332099470,217.219.86.57,2023-11-25,free,67.48,105,true,
CUST-0077,Debra,Ochoa,debraochoa77@example.com,(360) 412-5761,490-68-9306,4748667137229865,187.198.179.119,2021-05-03,pro,128.53,486,true,Themselves century federal next lose if since either fast.
CUST-0078,Zachary,Coleman,zacharycoleman78@example.com,(982) 323-8998,026-19-6085,4402046624482229,70.117.254.240,2024-10-20,enterprise,218.91,483,true,
CUST-0079,Sherry,Holder,sherryholder79@example.com,(732) 986-8935,465-30-6384,4341808786585154,104.92.246.186,2022-03-04,pro,120.98,265,true,Agent military side thought respond pick before understand meet wind.
CUST-0080,Julia,Boone,juliaboone80@example.com,(291) 844-8402,718-71-2323,4030217266663091,51.36.70.2,2024-12-03,free,227.80,234,false,Couple yourself take health commercial defense again offer go thank office so.
CUST-0081,Alexandria,Dickson,alexandriadickson81@example.com,(414) 634-3932,792-13-7231,4231944327208601,61.232.147.69,2021-03-21,free,66.24,58,true,Technology report book of however already every industry soon purpose.
CUST-0082,Brenda,Mcmillan,brendamcmillan82@example.com,(846) 820-5293,635-72-8893,4085726397284712,102.130.234.28,2022-05-03,free,145.85,495,true,List performance million last fund imagine resource.
CUST-0083,Samuel,Barry,samuelbarry83@example.com,(459) 979-7143,379-99-1804,4656618575023617,158.212.227.47,2021-04-07,free,250.98,24,true,Generation plant market rest beyond garden general development individual trial.
CUST-0084,Sonia,Sosa,soniasosa84@example.com,(515) 455-9147,474-17-0720,4952375434410763,213.2.31.18,2022-10-30,enterprise,22.72,428,false,Prevent be budget deep stage huge there similar your television early skin.
CUST-0085,Brooke,Rivers,brookerivers85@example.com,(651) 950-7455,437-07-2616,4210555227164101,17.59.1.217,2023-03-24,enterprise,81.89,175,false,Beat lose participant study ability best data PM might phone memory if name.
CUST-0086,Geoffrey,Blair,geoffreyblair86@example.com,(271) 648-4669,693-43-6609,4498407350612279,84.201.197.169,2022-04-08,free,414.61,430,false,Compare end discussion international woman after week two itself go play improve friend.
CUST-0087,Holly,Molina,hollymolina87@example.com,(519) 916-0600,177-60-1822,4476614176881881,144.38.248.121,2021-05-20,enterprise,254.72,129,true,
CUST-0088,Ernest,Shaw,ernestshaw88@example.com,(822) 386-3555,045-89-3037,4747131469564226,122.249.9.26,2023-05-13,enterprise,168.06,33,true,
CUST-0089,Vernon,Munoz,vernonmunoz89@example.com,(768) 379-0946,202-91-6049,4701352777721225,68.87.123.196,2024-10-11,enterprise,359.31,418,true,Focus avoid these do music mouth whole wife wall candidate church then cultural.
CUST-0090,Beverly,Summers,beverlysummers90@example.com,(218) 249-4028,496-57-0570,4624120483367367,210.150.100.6,2022-08-17,free,377.88,138,true,School defense true question hit during develop two per score field.
CUST-0091,Diamond,Marshall,diamondmarshall91@example.com,(477) 987-5138,675-29-6459,4097039318271545,169.82.194.64,2023-12-03,pro,233.78,200,true,Food beat also assume in knowledge point PM memory born pick them.
CUST-0092,Vickie,Cruz,vickiecruz92@example.com,(256) 966-7759,283-43-3019,4264267639059482,139.167.217.117,2021-09-04,enterprise,205.85,94,true,Road personal next impact everybody prove describe fire garden relationship.
CUST-0093,Joel,Shannon,joelshannon93@example.com,(380) 231-3726,365-97-0388,4257470156037548,23.126.136.245,2021-12-06,pro,144.49,364,false,Long detail economic surface feel stop.
CUST-0094,Lorraine,Irwin,lorraineirwin94@example.com,(901) 719-0410,859-62-2721,4512276173674887,148.185.89.238,2023-03-31,free,495.03,378,true,
CUST-0095,Tanya,Wiley,tanyawiley95@example.com,(576) 745-6239,399-37-7611,4309417595880473,59.24.126.198,2022-12-02,free,106.94,483,true,Join important group through become situation throw.
CUST-0096,Karen,Schwartz,karenschwartz96@example.com,(530) 990-5801,157-87-2484,4197535490395449,200.100.75.216,2021-04-18,pro,147.63,114,false,Some address heart discover clear end near.
CUST-0097,Molly,Macias,mollymacias97@example.com,(591) 327-5492,534-07-6397,4478427233691682,72.213.14.17,2022-12-27,free,335.21,94,false,Range during specific deep anything simply fine remain.
CUST-0098,Virginia,Lester,virginialester98@example.com,(482) 823-5955,321-60-5310,4869739940276244,121.122.90.109,2022-12-04,pro,1604.48,266,true,Ahead over just floor benefit sort explain away exist stock evening picture.
CUST-0099,Eddie,Bright,eddiebright99@example.com,(798) 868-4545,342-23-7894,4249268207636768,51.67.250.38,2021-03-25,pro,607.83,304,false,Piece hold data money couple property along will early.
CUST-0100,Judith,Osborne,judithosborne100@example.com,(685) 294-2177,437-02-2746,4026750904558824,23.16.150.196,2024-05-05,enterprise,99.06,119,false,Trial else election condition reality research structure cut never man them ball.
CUST-0101,Jillian,Olsen,jillianolsen101@example.com,(860) 553-0848,466-92-7364,4292224844137112,37.227.235.34,2021-09-30,free,89.08,195,true,
CUST-0102,Micheal,Fry,michealfry102@example.com,(932) 638-7205,315-60-3807,4200369203279020,200.253.90.97,2024-03-14,pro,1803.12,35,true,Big letter type idea soon may training.
CUST-0103,Gail,Oconnor,gailoconnor103@example.com,(936) 556-8069,113-61-2925,4972331768190774,202.4.255.212,2022-11-08,free,1089.94,464,true,
CUST-0104,Caitlyn,Carlson,caitlyncarlson104@example.com,(615) 668-2454,656-94-5789,4547427316642054,134.68.226.173,2022-08-14,pro,43.26,267,true,Arrive once hold difficult into practice else movie five leg computer.
CUST-0105,Evelyn,Gentry,evelyngentry105@example.com,(824) 905-3566,826-99-5196,4491337091001911,188.21.208.110,2021-07-20,free,1981.63,103,false,Senior century know difficult work national brother allow scene case the soon.
CUST-0106,Roger,Sullivan,rogersullivan106@example.com,(705) 279-0987,563-08-3414,4564157399978434,147.15.255.101,2022-05-28,enterprise,42.56,137,false,
CUST-0107,Jeanne,Moreno,jeannemoreno107@example.com,(426) 875-5224,621-47-4361,4496051702522349,178.167.20.133,2021-07-03,free,1971.83,471,true,
CUST-0108,Kyle,Cherry,kylecherry108@example.com,(322) 968-8113,792-65-4098,4559193274520790,221.151.144.134,2021-07-17,free,137.73,459,true,Girl understand order public weight it international painting figure world draw training future.
CUST-0109,Joseph,Baxter,josephbaxter109@example.com,(258) 763-7853,226-15-6365,4021028384725022,70.88.45.244,2022-01-18,free,128.20,468,true,
CUST-0110,Kristy,Reynolds,kristyreynolds110@example.com,(336) 510-3856,100-99-2292,4193224462852786,71.253.63.139,2023-09-15,pro,261.92,1,true,Yeah environment year feel future politics firm.
CUST-0111,Claire,Vega,clairevega111@example.com,(878) 927-7366,576-37-1703,4620396323968929,124.229.44.91,2024-06-13,enterprise,158.36,48,false,Visit issue attorney while two draw prevent every idea degree team determine.
CUST-0112,Kristopher,Aguirre,kristopheraguirre112@example.com,(596) 638-3849,774-08-5757,4644448920900508,208.188.254.191,2022-01-15,enterprise,1323.25,230,false,Yet describe should at decade step plant.
CUST-0113,Adrian,Cook,adriancook113@example.com,(637) 653-4477,034-49-3267,4627977377755701,223.159.93.34,2023-08-15,free,310.95,271,false,Artist according pass join side power tree camera through establish consider.
CUST-0114,Darlene,Lambert,darlenelambert114@example.com,(992) 481-2379,712-74-9403,4357336451747462,24.187.136.35,2022-12-04,free,799.67,228,true,Win camera minute summer official school product reveal manage sound some good enough.
CUST-0115,Cristina,Mullen,cristinamullen115@example.com,(294) 324-6878,678-11-7981,4683617530206330,205.221.185.115,2024-11-05,pro,724.74,69,true,
CUST-0116,Ernest,Sexton,ernestsexton116@example.com,(367) 502-6215,559-93-9801,4467173154572633,158.205.232.33,2024-04-13,pro,63.78,299,true,
CUST-0117,Nicole,Petty,nicolepetty117@example.com,(294) 540-0257,040-95-3173,4787953504139446,202.114.128.143,2022-06-06,enterprise,769.76,405,false,
CUST-0118,Charlene,Orozco,charleneorozco118@example.com,(394) 527-3550,739-36-8464,4198893359066653,20.146.142.161,2021-06-19,pro,64.49,337,false,Practice who particularly girl exactly maintain perform case describe certain need total drive.
CUST-0119,Miguel,Dillon,migueldillon119@example.com,(856) 470-8431,125-35-3262,4222294929622085,196.209.135.177,2021-11-23,free,229.59,427,false,Finish tough forget of woman whether safe too simple.
CUST-0120,Amanda,Holloway,amandaholloway120@example.com,(958) 472-8370,051-93-3778,4535900150208301,80.139.52.239,2023-06-29,free,129.57,404,true,Feeling goal suffer also whatever attack.
CUST-0121,Earl,Davis,earldavis121@example.com,(212) 754-8619,344-45-3103,4558187179684157,40.103.120.82,2021-03-05,free,218.88,115,false,Song expert drive election democratic quickly order mouth.
CUST-0122,Brandi,Salinas,brandisalinas122@example.com,(627) 571-0607,589-22-3186,4317915799729768,107.128.133.166,2022-12-24,pro,238.75,281,true,Appear create itself street seat pay among quality structure.
CUST-0123,Sandy,Snow,sandysnow123@example.com,(800) 424-5680,077-17-4451,4790739497503994,116.240.159.149,2022-04-29,pro,75.61,483,true,Lay this security quite analysis goal Democrat.
CUST-0124,Walter,Mcclain,waltermcclain124@example.com,(844) 668-7277,210-80-2717,4997735478743717,125.161.199.162,2023-04-03,enterprise,479.76,256,true,Factor nation moment modern what play environment share style forget body.
CUST-0125,Benjamin,Schneider,benjaminschneider125@example.com,(554) 276-7064,066-18-5167,4948195514307268,86.125.120.179,2023-07-15,free,320.29,169,false,
CUST-0126,Evan,Erickson,evanerickson126@example.com,(549) 794-9496,038-91-2190,4128891186746658,75.216.189.132,2022-12-05,enterprise,123.23,413,false,Likely concern most whose center get guess every.
CUST-0127,Andre,Reilly,andrereilly127@example.com,(771) 605-6281,648-12-6558,4410936594707037,115.24.179.117,2022-07-05,enterprise,473.51,39,true,So few because what base fly.
CUST-0128,Allen,Hardin,allenhardin128@example.com,(246) 723-8895,075-22-3333,4561075943005137,163.252.255.158,2021-09-14,free,62.06,426,false,So skill south maybe decade lay billion.
CUST-0129,Joy,Costa,joycosta129@example.com,(376) 803-2551,843-42-1872,4162150312633117,88.189.70.121,2023-03-06,pro,20.00,500,false,Husband company despite relate attention some about write amount by course analysis.
CUST-0130,Tristan,Dixon,tristandixon130@example.com,(583) 311-9838,323-63-0756,4577735079555351,141.61.253.131,2024-01-18,enterprise,133.83,373,false,
CUST-0131,Todd,Carpenter,toddcarpenter131@example.com,(444) 407-7744,288-73-0127,4482419425502391,198.189.246.74,2021-11-04,pro,20.00,196,true,North garden parent party them certain catch body drive bit party majority.
CUST-0132,Jorge,Hull,jorgehull132@example.com,(718) 369-0617,324-26-9042,4337474359424390,189.8.76.157,2022-03-01,pro,119.13,361,true,Week tough city artist probably heart culture.
CUST-0133,Annette,Sparks,annettesparks133@example.com,(853) 496-0437,295-30-1938,4655084798654871,165.5.196.211,2023-05-29,free,300.00,487,false,
CUST-0134,Maria,Dougherty,mariadougherty134@example.com,(969) 263-0321,043-28-8301,4775946090423632,176.154.22.173,2024-03-26,enterprise,808.23,417,false,Five safe office yard resource point understand.
CUST-0135,Kaitlin,Martin,kaitlinmartin135@example.com,(779) 577-2194,739-37-3852,4155017469119522,150.103.162.168,2022-07-05,free,151.25,232,true,People yeah school technology painting miss spring blue third.
CUST-0136,Alice,Foster,alicefoster136@example.com,(337) 239-6922,077-73-2318,4346402242104993,88.94.237.160,2021-01-28,free,241.40,72,true,Network best science there second inside field surface store.
CUST-0137,Alicia,Quinn,aliciaquinn137@example.com,(255) 555-3472,098-84-3402,4131982501323250,172.225.69.39,2024-08-04,free,511.03,260,true,
CUST-0138,Ralph,Frost,ralphfrost138@example.com,(409) 559-2974,711-97-2103,4974274184337579,105.204.4.220,2023-06-27,pro,23.64,328,false,Available dark situation within arm family.
CUST-0139,Kristen,Barber,kristenbarber139@example.com,(700) 705-0354,623-33-8626,4103302669637082,140.179.214.61,2023-10-19,free,248.77,168,false,Material soon court seat agree campaign ask keep market suggest sure activity.
CUST-0140,Gabriella,Mccann,gabriellamccann140@example.com,(588) 424-8286,509-03-7095,4169191987397938,201.132.53.207,2021-11-03,pro,84.27,91,false,
CUST-0141,Neil,Robbins,neilrobbins141@example.com,(866) 464-2888,241-34-4034,4674615123613491,200.146.97.9,2024-08-03,pro,289.40,313,false,Power single production forward relationship wife election strong college.
CUST-0142,Shelby,Gamble,shelbygamble142@example.com,(855) 724-2712,448-93-7368,4355153900591355,177.36.25.109,2023-12-14,free,286.93,51,false,American kid education few church control fall become coach weight.
CUST-0143,Guy,Raymond,guyraymond143@example.com,(911) 705-9320,293-48-0409,4540599680699238,27.217.133.231,2023-09-13,free,416.16,313,false,Mouth health send little leave value remember factor deep force rate buy.
CUST-0144,Marcus,Curtis,marcuscurtis144@example.com,(298) 762-9551,318-77-0432,4310657413265038,112.236.210.128,2024-01-15,free,57.00,341,true,Show thing nor although so government green main present forward.
CUST-0145,Melissa,Barr,melissabarr145@example.com,(443) 759-8483,825-57-3645,4107409326214795,169.44.24.170,2023-10-11,free,145.68,451,true,Movement great return effort charge natural piece right senior something boy scene.
CUST-0146,Meagan,Sellers,meagansellers146@example.com,(764) 526-4822,517-07-9737,4402108798754815,29.114.4.95,2023-03-16,enterprise,342.64,488,false,Network food risk phone production generation less no science answer.
CUST-0147,Darryl,Mayo,darrylmayo147@example.com,(853) 793-0321,261-33-4752,4416013917128350,183.172.112.247,2024-10-12,enterprise,134.62,289,true,Seat upon management past feeling so five help home cell whether national.
CUST-0148,Faith,Brooks,faithbrooks148@example.com,(960) 472-9991,364-35-1112,4432614994101341,98.1.179.234,2024-06-06,free,20.36,227,true,We Mrs chair story put share nice how cut recently do left.
CUST-0149,Sheila,Mccarty,sheilamccarty149@example.com,(590) 334-4155,606-64-0233,4855650826943797,203.89.31.198,2023-04-08,pro,119.97,173,false,Check available herself always mission daughter what water whose feeling.
